Time,Flux
0.0,0.006791316976887174
0.0015015015015015015,0.0007224805012810975
0.003003003003003003,0.00881426254636608
0.0045045045045045045,0.008091782001429237
0.006006006006006006,0.013582634084741585
0.0075075075075075074,0.0023119375837268308
0.009009009009009009,0.00606883637374267
0.01051051051051051,-0.001444961002562195
0.012012012012012012,0.002022945394855924
0.013513513513513514,-0.0031789144122740254
0.015015015015015015,0.007658293528947979
0.016516516516516516,0.005635348134092055
0.018018018018018018,0.0030344182305270806
0.01951951951951952,0.00260092991811689
0.02102102102102102,0.0017339532787445933
0.02252252252252252,-0.000866976595716551
0.024024024024024024,0.007658293703570962
0.025525525525525526,0.007947285819682293
0.02702702702702703,0.011126200188300572
0.028528528528528527,0.005490852025104687
0.03003003003003003,0.002167441591154784
0.03153153153153153,0.010114727556356229
0.03303303303303303,0.006213332511833869
0.03453453453453453,0.001733953264192678
0.036036036036036036,-0.004623875371180475
0.03753753753753754,-0.0057798441557679325
0.03903903903903904,-0.0011559689446585253
0.04054054054054054,-0.005635348134092055
0.04204204204204204,-0.006068836722988635
0.04354354354354354,-0.004768371538375504
0.04504504504504504,-0.005057363800005987
0.046546546546546545,-0.0007224805449368432
0.04804804804804805,-0.014738602985744365
0.04954954954954955,-0.009392246880452149
0.05105105105105105,-0.01083720792667009
0.052552552552552555,-0.015027595072751865
0.05405405405405406,-0.01257116133638192
0.05555555555555555,-0.027743252503569238
0.057057057057057055,-0.01401612238259986
0.05855855855855856,-0.024853330483892933
0.06006006006006006,-0.023986353757209145
0.06156156156156156,-0.03583503463596571
0.06306306306306306,-0.027020772133255377
0.06456456456456457,-0.03337860062310938
0.06606606606606606,-0.035546042447094806
0.06756756756756757,-0.03973642956407275
0.06906906906906907,-0.048984180350089446
0.07057057057057058,-0.05447503247705754
0.07207207207207207,-0.0582319313834887
0.07357357357357357,-0.06401177549560089
0.07507507507507508,-0.06964712357148528
0.07657657657657657,-0.07961735510616563
0.07807807807807808,-0.09753487248963211
0.07957957957957958,-0.11631936638150364
0.08108108108108109,-0.13336990741663612
0.08258258258258258,-0.15143192165123764
0.08408408408408408,-0.183365562101244
0.08558558558558559,-0.22339098271913826
0.08708708708708708,-0.26529485164792277
0.08858858858858859,-0.3384098871028982
0.09009009009009009,-0.44186909835843835
0.0915915915915916,-0.5860762080410495
0.09309309309309309,-0.7953065760084428
0.0945945945945946,-1.089500654488802
0.0960960960960961,-1.4448165881913155
0.09759759759759759,-1.8949219689238816
0.0990990990990991,-2.34589432249777
0.1006006006006006,-2.774325306294486
0.1021021021021021,-3.079934569541365
0.1036036036036036,-3.2481280183419585
0.10510510510510511,-3.3317912751808763
0.1066066066066066,-3.3393050697632134
0.10810810810810811,-3.2724033687263727
0.10960960960960961,-3.1911965631879866
0.1111111111111111,-3.0988635504618287
0.11261261261261261,-2.995115330442786
0.11411411411411411,-2.89888092270121
0.11561561561561562,-2.808426366187632
0.11711711711711711,-2.719561270903796
0.11861861861861862,-2.6231823479756713
0.12012012012012012,-2.5593150686472654
0.12162162162162161,-2.4750738446600735
0.12312312312312312,-2.414818956516683
0.12462462462462462,-2.3419929342344403
0.12612612612612611,-2.284338992089033
0.12762762762762764,-2.224517596885562
0.12912912912912913,-2.182902712840587
0.13063063063063063,-2.1336295288056135
0.13213213213213212,-2.0866682967171073
0.13363363363363362,-2.048376831691712
0.13513513513513514,-2.0126862940378487
0.13663663663663664,-1.9726608744822443
0.13813813813813813,-1.931912976782769
0.13963963963963963,-1.8996903435327113
0.14114114114114115,-1.8774379522074014
0.14264264264264265,-1.8410249219741672
0.14414414414414414,-1.825419338652864
0.14564564564564564,-1.7887173264753073
0.14714714714714713,-1.780336557654664
0.14864864864864866,-1.7606850760057569
0.15015015015015015,-1.725139037007466
0.15165165165165165,-1.7137238485738635
0.15315315315315314,-1.6803452416788787
0.15465465465465467,-1.6650286500807852
0.15615615615615616,-1.6458106760401279
0.15765765765765766,-1.6377188863698393
0.15915915915915915,-1.6198013715911657
0.16066066066066065,-1.6049182780552655
0.16216216216216217,-1.5916246373672038
0.16366366366366367,-1.567204790422693
0.16516516516516516,-1.5547781239729375
0.16666666666666666,-1.551165715791285
0.16816816816816815,-1.5284798429347575
0.16966966966966968,-1.5173536429647356
0.17117117117117117,-1.516920149559155
0.17267267267267267,-1.4997251087334007
0.17417417417417416,-1.4858534815721214
0.17567567567567569,-1.4794956585392356
0.17717717717717718,-1.468947442015633
0.17867867867867868,-1.471837362041697
0.18018018018018017,-1.4466950362548232
0.18168168168168167,-1.4370138072408736
0.1831831831831832,-1.4375917871948332
0.18468468468468469,-1.4227086938917637
0.18618618618618618,-1.4144724067300558
0.18768768768768768,-1.4049356695031747
0.1891891891891892,-1.397999859182164
0.1906906906906907,-1.3877406271640211
0.1921921921921922,-1.3771924171596766
0.19369369369369369,-1.3793598546180874
0.19519519519519518,-1.3751694678794593
0.1966966966966967,-1.3688116443809122
0.1981981981981982,-1.3628873021807522
0.1996996996996997,-1.347281723516062
0.2012012012012012,-1.338900945847854
0.20270270270270271,-1.3416463800240308
0.2042042042042042,-1.3310981581453234
0.2057057057057057,-1.320983430603519
0.2072072072072072,-1.3162150552961975
0.2087087087087087,-1.3183824950829148
0.21021021021021022,-1.3088457549456507
0.21171171171171171,-1.307978775119409
0.2132132132132132,-1.2990200207568705
0.2147147147147147,-1.29049474443309
0.21621621621621623,-1.2907837379025295
0.21771771771771772,-1.2740221887361258
0.21921921921921922,-1.283414436969906
0.22072072072072071,-1.2780680828727782
0.2222222222222222,-1.257260638056323
