,Time,J_0,J_1,J_2
257,0.25725725725725723,2.0467483615502715,1.897420359775424,1.9709361363202333
258,0.25825825825825827,2.0419307854026556,1.8929111016914248,1.966168638318777
259,0.25925925925925924,2.0371172418817878,1.8884049467742443,1.9613996045663953
260,0.2602602602602603,2.032336438074708,1.8839653385803103,1.9572005709633231
261,0.26126126126126126,2.027643345296383,1.8795441277325153,1.9531114399433136
262,0.26226226226226224,2.022877911105752,1.8753191521391273,1.9487576242536306
263,0.26326326326326327,2.0182046350091696,1.8711252491921186,1.9437571931630373
264,0.26426426426426425,2.0136902034282684,1.8666827250272036,1.9389274194836617
265,0.2652652652652653,2.0091252820566297,1.8624856192618608,1.9352601617574692
266,0.26626626626626626,2.004604837857187,1.8582540890201926,1.9308906234800816
267,0.26726726726726724,2.000075848773122,1.8541482957080007,1.9269655914977193
268,0.2682682682682683,1.9956027194857597,1.8499989034608006,1.9225068101659417
269,0.26926926926926925,1.9912917502224445,1.8460942124947906,1.9183906996622682
270,0.2702702702702703,1.9868809189647436,1.8419590648263693,1.9142619892954826
271,0.27127127127127126,1.9826655201613903,1.8379605300724506,1.910308982245624
272,0.27227227227227224,1.9782989984378219,1.8339793179184198,1.9062085514888167
273,0.2732732732732733,1.9740851568058133,1.8299308409914374,1.9020197046920657
274,0.27427427427427425,1.9698449755087495,1.8262405367568135,1.898490379564464
275,0.2752752752752753,1.965729434043169,1.8223387952893972,1.8938977885991335
276,0.27627627627627627,1.9616249231621623,1.8184138489887118,1.889578852802515
277,0.2772772772772773,1.9574751229956746,1.814670822583139,1.8859738390892744
278,0.2782782782782783,1.9533946486189961,1.810986408032477,1.882212383672595
279,0.27927927927927926,1.9494018983095884,1.8071662718430161,1.8785274075344205
280,0.2802802802802803,1.9453863855451345,1.8035717830061913,1.874488702043891
281,0.28128128128128127,1.941423305310309,1.799810018390417,1.8710085516795516
282,0.2822822822822823,1.9374520629644394,1.7961992649361491,1.8667502738535404
283,0.2832832832832833,1.9336423464119434,1.7924674255773425,1.863171393983066
284,0.28428428428428426,1.929791521281004,1.7891459986567497,1.8597566923126578
285,0.2852852852852853,1.9257875932380557,1.7853648401796818,1.855269911698997
286,0.2862862862862863,1.9221268715336919,1.7818180564790964,1.8524423008784652
287,0.2872872872872873,1.9182237023487687,1.778439880348742,1.8482872936874628
288,0.2882882882882883,1.9146415125578642,1.774994507431984,1.8447251245379448
289,0.28928928928928926,1.9108352409675717,1.7714318269863725,1.8417817018926144
290,0.2902902902902903,1.9071213658899069,1.7681459346786141,1.837331760674715
291,0.2912912912912913,1.9035450126975775,1.7647968102246523,1.8346254508942366
292,0.2922922922922923,1.8998751854524016,1.761349500156939,1.8305445574223995
293,0.2932932932932933,1.8962703822180629,1.7579083386808634,1.8274448029696941
294,0.29429429429429427,1.8926882958039641,1.7547944076359272,1.824286482296884
295,0.2952952952952953,1.8891990082338452,1.751372535713017,1.8203860837966204
296,0.2962962962962963,1.8857464315369725,1.7481317901983857,1.8176481584087014
297,0.2972972972972973,1.8822227623313665,1.744999106042087,1.8136830171570182
