Time,Flux
0.0,-0.005597234
0.0015015015015015015,-0.005894959
0.003003003003003003,-0.006014049
0.0045045045045045045,-0.0061629117
0.006006006006006006,-0.0062224567
0.0075075075075075074,-0.0062820017
0.009009009009009009,-0.0062820017
0.01051051051051051,-0.0064308643
0.012012012012012012,-0.006341547
0.013513513513513514,-0.0063713193
0.015015015015015015,-0.006341547
0.016516516516516516,-0.006401092
0.018018018018018018,-0.0064308643
0.01951951951951952,-0.0064904094
0.02102102102102102,-0.0064308643
0.02252252252252252,-0.006460637
0.024024024024024024,-0.0065499544
0.025525525525525526,-0.006520182
0.02702702702702703,-0.006758362
0.028528528528528527,-0.0066690445
0.03003003003003003,-0.0067285895
0.03153153153153153,-0.0069072247
0.03303303303303303,-0.0069667697
0.03453453453453453,-0.0071751773
0.036036036036036036,-0.00720495
0.03753753753753754,-0.00744313
0.03903903903903904,-0.0076515377
0.04054054054054054,-0.00791949
0.04204204204204204,-0.00803858
0.04354354354354354,-0.008306533
0.04504504504504504,-0.008634031
0.046546546546546545,-0.008961529
0.04804804804804805,-0.009348571
0.04954954954954955,-0.009884477
0.05105105105105105,-0.010658562
0.052552552552552555,-0.011373103
0.05405405405405406,-0.012355596
0.05555555555555555,-0.013457179
0.057057057057057055,-0.01488626
0.05855855855855856,-0.016493976
0.06006006006006006,-0.018578053
0.06156156156156156,-0.020840764
0.06306306306306306,-0.023818016
0.06456456456456457,-0.027212083
0.06606606606606606,-0.03143978
0.06756756756756757,-0.03673929
0.06906906906906907,-0.04325947
0.07057057057057058,-0.051476687
0.07207207207207207,-0.061629117
0.07357357357357357,-0.07446107
0.07507507507507508,-0.090568006
0.07657657657657657,-0.11024764
0.07807807807807808,-0.13433361
0.07957957957957958,-0.16368932
0.08108108108108109,-0.2007561
0.08258258258258258,-0.2526496
0.08408408408408408,-0.3343454
0.08558558558558559,-0.47537783
0.08708708708708708,-0.71504664
0.08858858858858859,-1.0871435
0.09009009009009009,-1.5953009
0.0915915915915916,-2.203226
0.09309309309309309,-2.847563
0.0945945945945946,-3.4633777
0.0960960960960961,-4.002052
0.09759759759759759,-4.438517
0.0990990990990991,-4.766968
0.1006006006006006,-4.9951143
0.1021021021021021,-5.13643
0.1036036036036036,-5.2069755
0.10510510510510511,-5.2221003
0.1066066066066066,-5.195156
0.10810810810810811,-5.1370997
0.10960960960960961,-5.056669
0.1111111111111111,-4.961099
0.11261261261261261,-4.8558087
0.11411411411411411,-4.7444744
0.11561561561561562,-4.6303864
0.11711711711711711,-4.5153747
0.11861861861861862,-4.4014206
0.12012012012012012,-4.2896395
0.12162162162162161,-4.1801662
0.12312312312312312,-4.07425
0.12462462462462462,-3.971952
0.12612612612612611,-3.8735092
0.12762762762762764,-3.7787879
0.12912912912912913,-3.6877584
0.13063063063063063,-3.6009119
0.13213213213213212,-3.5179954
0.13363363363363362,-3.4378777
0.13513513513513514,-3.3619726
0.13663663663663664,-3.2890747
0.13813813813813813,-3.2193623
0.13963963963963963,-3.152627
0.14114114114114115,-3.0885417
0.14264264264264265,-3.0277016
0.14414414414414414,-2.9689455
0.14564564564564564,-2.9131072
0.14714714714714713,-2.859323
0.14864864864864866,-2.8076231
0.15015015015015015,-2.7580817
0.15165165165165165,-2.7106242
0.15315315315315314,-2.6652212
0.15465465465465467,-2.6210089
0.15615615615615616,-2.5789552
0.15765765765765766,-2.5383456
0.15915915915915915,-2.499269
0.16066066066066065,-2.4615176
0.16216216216216217,-2.4255226
0.16366366366366367,-2.3903463
0.16516516516516516,-2.356614
0.16666666666666666,-2.3240876
0.16816816816816815,-2.2927074
0.16966966966966968,-2.2621162
0.17117117117117117,-2.2327454
0.17267267267267267,-2.2044766
0.17417417417417416,-2.1769667
0.17567567567567569,-2.150246
0.17717717717717718,-2.1245074
0.17867867867867868,-2.0997665
0.18018018018018017,-2.075472
0.18168168168168167,-2.0520413
0.1831831831831832,-2.0293992
0.18468468468468469,-2.007174
0.18618618618618618,-1.9859164
0.18768768768768768,-1.9652096
0.1891891891891892,-1.9450685
0.1906906906906907,-1.9253442
0.1921921921921922,-1.9066322
0.19369369369369369,-1.8881137
0.19519519519519518,-1.8701013
0.1966966966966967,-1.8527737
0.1981981981981982,-1.8356545
0.1996996996996997,-1.8191308
0.2012012012012012,-1.8029792
0.20270270270270271,-1.7873337
0.2042042042042042,-1.7721349
0.2057057057057057,-1.7572486
0.2072072072072072,-1.742928
0.2087087087087087,-1.7287563
0.21021021021021022,-1.715046
0.21171171171171171,-1.7016187
0.2132132132132132,-1.6884146
0.2147147147147147,-1.6758058
0.21621621621621623,-1.663495
0.21771771771771772,-1.6510649
0.21921921921921922,-1.6393495
0.22072072072072071,-1.6276041
0.2222222222222222,-1.6163651
0.22372372372372373,-1.6053194
0.22522522522522523,-1.5945418
0.22672672672672672,-1.5838535
0.22822822822822822,-1.5734777
0.22972972972972971,-1.5633997
0.23123123123123124,-1.5535599
0.23273273273273273,-1.5439434
0.23423423423423423,-1.5344311
0.23573573573573572,-1.5249783
0.23723723723723725,-1.5158232
0.23873873873873874,-1.5070999
0.24024024024024024,-1.4983021
0.24174174174174173,-1.4898467
0.24324324324324323,-1.4814508
0.24474474474474475,-1.4733081
0.24624624624624625,-1.4649271
0.24774774774774774,-1.4572904
0.24924924924924924,-1.4495794
0.25075075075075076,-1.4419129
0.25225225225225223,-1.4343209
0.25375375375375375,-1.4271904
0.2552552552552553,-1.4198068
0.25675675675675674,-1.4127507
0.25825825825825827,-1.405918
0.25975975975975973,-1.3990852
0.26126126126126126,-1.3924757
0.2627627627627628,-1.3857918
0.26426426426426425,-1.3790482
0.26576576576576577,-1.3727663
0.26726726726726724,-1.366648
0.26876876876876876,-1.3603958
0.2702702702702703,-1.3544413
0.27177177177177175,-1.3482933
0.2732732732732733,-1.3425174
0.2747747747747748,-1.3367862
0.27627627627627627,-1.3308913
0.2777777777777778,-1.3252046
0.27927927927927926,-1.3196819
0.2807807807807808,-1.3143377
0.2822822822822823,-1.3088745
0.28378378378378377,-1.30356
0.2852852852852853,-1.2981266
0.28678678678678676,-1.2933928
0.2882882882882883,-1.2880039
0.2897897897897898,-1.2828085
0.2912912912912913,-1.2780449
0.2927927927927928,-1.2731028
0.29429429429429427,-1.2681903
0.2957957957957958,-1.2633076
0.2972972972972973,-1.2588418
0.2987987987987988,-1.2540781
0.3003003003003003,-1.2492996
0.3018018018018018,-1.245057
0.3033033033033033,-1.2403977
0.3048048048048048,-1.2358723
0.3063063063063063,-1.2315552
0.3078078078078078,-1.2273424
0.30930930930930933,-1.2229211
0.3108108108108108,-1.2187084
0.3123123123123123,-1.2143317
0.3138138138138138,-1.2104912
0.3153153153153153,-1.2060997
0.31681681681681684,-1.2020655
0.3183183183183183,-1.198076
0.31981981981981983,-1.1943544
0.3213213213213213,-1.1902161
0.3228228228228228,-1.186301
0.32432432432432434,-1.1824156
0.3258258258258258,-1.1787238
0.32732732732732733,-1.1749874
0.3288288288288288,-1.1713254
0.3303303303303303,-1.1674103
0.33183183183183185,-1.1637632
0.3333333333333333,-1.1601161
0.33483483483483484,-1.156454
0.3363363363363363,-1.1529409
0.33783783783783783,-1.1494277
0.33933933933933935,-1.1459295
0.3408408408408408,-1.1423717
0.34234234234234234,-1.1389477
0.34384384384384387,-1.1355537
0.34534534534534533,-1.132249
0.34684684684684686,-1.1287358
0.3483483483483483,-1.1254162
0.34984984984984985,-1.1221114
0.35135135135135137,-1.1190002
0.35285285285285284,-1.1156955
0.35435435435435436,-1.1125395
0.35585585585585583,-1.1091455
0.35735735735735735,-1.106198
0.3588588588588589,-1.1030719
0.36036036036036034,-1.0996778
0.36186186186186187,-1.0968196
0.36336336336336333,-1.0935596
0.36486486486486486,-1.0905228
0.3663663663663664,-1.0878879
0.36786786786786785,-1.0847617
0.36936936936936937,-1.0815463
0.3708708708708709,-1.078837
0.37237237237237236,-1.0758598
0.3738738738738739,-1.072838
0.37537537537537535,-1.0699351
0.3768768768768769,-1.0672109
0.3783783783783784,-1.0643528
0.37987987987987987,-1.0615095
0.3813813813813814,-1.0587257
0.38288288288288286,-1.0560015
0.3843843843843844,-1.0532625
0.3858858858858859,-1.0505085
0.38738738738738737,-1.0477843
0.3888888888888889,-1.0450602
0.39039039039039036,-1.0424253
0.3918918918918919,-1.0398053
0.3933933933933934,-1.0372597
0.3948948948948949,-1.0345951
0.3963963963963964,-1.0318561
0.39789789789789787,-1.0293849
0.3993993993993994,-1.0268394
0.4009009009009009,-1.0243087
0.4024024024024024,-1.021778
0.4039039039039039,-1.0192027
0.40540540540540543,-1.0167018
0.4069069069069069,-1.0143498
0.4084084084084084,-1.0117595
0.4099099099099099,-1.0094075
0.4114114114114114,-1.0068471
0.41291291291291293,-1.0045844
0.4144144144144144,-1.002009
0.4159159159159159,-0.99982077
0.4174174174174174,-0.99754316
0.4189189189189189,-0.99505717
0.42042042042042044,-0.99282426
0.4219219219219219,-0.990368
0.42342342342342343,-0.98817974
0.4249249249249249,-0.98606586
0.4264264264264264,-0.9836543
0.42792792792792794,-0.9813618
0.4294294294294294,-0.97906935
0.43093093093093093,-0.97692573
0.43243243243243246,-0.9747672
0.4339339339339339,-0.97253424
0.43543543543543545,-0.970346
0.4369369369369369,-0.96820235
0.43843843843843844,-0.96604383
0.43993993993993996,-0.96388537
0.44144144144144143,-0.96174175
0.44294294294294295,-0.95962787
0.4444444444444444,-0.95760334
0.44594594594594594,-0.95551926
0.44744744744744747,-0.9536138
0.44894894894894893,-0.9513809
0.45045045045045046,-0.9493415
0.4519519519519519,-0.9474807
0.45345345345345345,-0.94560504
0.45495495495495497,-0.9434465
0.45645645645645644,-0.941422
0.45795795795795796,-0.939591
0.45945945945945943,-0.9375962
0.46096096096096095,-0.9355717
0.4624624624624625,-0.9336662
0.46396396396396394,-0.931865
0.46546546546546547,-0.92988515
0.466966966966967,-0.9278308
0.46846846846846846,-0.9260147
0.46996996996997,-0.9242879
0.47147147147147145,-0.9222485
0.47297297297297297,-0.9204323
0.4744744744744745,-0.91860133
0.47597597597597596,-0.916815
0.4774774774774775,-0.9151775
0.47897897897897895,-0.91319764
0.4804804804804805,-0.91135174
0.481981981981982,-0.9096845
0.48348348348348347,-0.9079874
0.484984984984985,-0.9060969
0.48648648648648646,-0.904385
0.487987987987988,-0.90262836
0.4894894894894895,-0.9009611
0.49099099099099097,-0.89921945
0.4924924924924925,-0.89761174
0.49399399399399396,-0.8959445
0.4954954954954955,-0.8941283
0.496996996996997,-0.8925206
0.4984984984984985,-0.89061517
0.5,-0.889335
0.5015015015015015,-0.8876082
0.503003003003003,-0.8861791
0.5045045045045045,-0.8842141
0.506006006006006,-0.88254684
0.5075075075075075,-0.8811326
0.509009009009009,-0.87937605
0.5105105105105106,-0.87803626
